feature,PC1,PC2,PC3,PC4,PC5
care_p,-0.5344732169592249,0.3154742123292597,-0.32140791114366585,-0.5219412394070384,0.4889669712455028
fairness_p,0.16959786428848467,0.6553867376794611,0.6135995332546689,0.1840882492307111,0.3623698632440082
loyalty_p,-0.38073349656101996,-0.6329222677060814,0.4535010638653058,0.1680229248665543,0.4696344210452797
authority_p,0.6831034907648024,-0.19867164546450167,-0.3312546912709861,-0.035922082328658206,0.6187722777448138
sanctity_p,-0.2720047247446315,0.17573623917486209,-0.4525479886464169,0.8149642690461205,0.16175216260525832
